code,code_value,code_desc,lkup_code,lkup_value,lkup_desc
HCFA_ADMIT_SRC_CD,W,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,I,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,5,Transfer from a skilled nursing facility (snf) or intermediate care facility (icf); newborn - born inside this hospital,,,
HCFA_ADMIT_SRC_CD,G,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,8,Court/law enforcement; newborn - reserved for assignment by the nubc,,,
HCFA_ADMIT_SRC_CD,J,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,R,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,0,Admitted as a transfer from Psych Substance Abuse,,,
HCFA_ADMIT_SRC_CD,1,Non-health care facility point of origin ; newborn - reserved for assignment by the nubc,,,
HCFA_ADMIT_SRC_CD,,Not Available/Applicable,,,
HCFA_ADMIT_SRC_CD,D,Xrnfr frm 1 distinct unt of the hosptl to another distinct unt of the same hosptl resulting in a sep claim to the payer,,,
HCFA_ADMIT_SRC_CD,L,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_SRC_CD,A,Reserved for assignment by the nubc (effective 10/1/07),,,
HCFA_ADMIT_SRC_CD,N,Reserved for Assignment by the NUBC,,,
HCFA_ADMIT_TYPE_CD,4,Newborn,,,
HCFA_ADMIT_TYPE_CD,U,Missing or Invalid,,,
HCFA_ADMIT_TYPE_CD,8,Reserved for National Assignment,,,
HCFA_ADMIT_TYPE_CD,5,Trauma Center,,,
HCFA_ADMIT_TYPE_CD,0,Outpatient,,,
HCFA_ADMIT_TYPE_CD,6,Reserved for National Assignment,,,
HCFA_ADMIT_TYPE_CD,9,Information Not Available,,,
HCFA_ADMIT_TYPE_CD,,Not Available/Applicable,,,
HCFA_ADMIT_TYPE_CD,7,Reserved for National Assignment,,,
HCFA_ADMIT_TYPE_CD,1,Emergency,,,
HCFA_ADMIT_TYPE_CD,2,Urgent,,,
HCFA_ADMIT_TYPE_CD,3,Elective,,,
HCFA_BILL_TYPE_CD,47D,Christian Science Hospital : Intermediate Care - Level III : Hospice Election Void/Cancel Other),,,
HCFA_BILL_TYPE_CD,123,Hospital : Inpatient (Medicare Part B only) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,997,Reserved for National Assignment: Reserved for National Assignment : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,476,Christian Science Hospital : Intermediate Care - Level III : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,637,Intermediate Care : Outpatient : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,377,Home Health : Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,881,Special Facility : Reserved for National Asignment : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,640,Intermediate Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,948,Reserved for National Assignment: Other (for hosp ref diag svcs/home hlth no treatment plan): Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,270,Skilled Nursing Facility : Intermediate Care - Level III : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,528,Christian Science Extended Care : Inpatient (Medicare Part B only) : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,152,Hospital : Intermediate Care - Level I : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,982,Reserved for National Assignment: Swing Beds : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,917,Reserved for National Assignment: Inpatient (Including Medicare Part A) : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,923,Reserved for National Assignment: Inpatient (Medicare Part B only) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,411,Christian Science Hospital : Inpatient (Including Medicare Part A) : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,366,Home Health : Intermediate Care - Level II : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,71J,Clinic : Rural Health : Initiated Adjustment Claim - Other,,,
HCFA_BILL_TYPE_CD,347,Home Health : Other (for hosp ref diag svcs/home hlth no treatment plan): Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,256,Skilled Nursing Facility : Intermediate Care - Level I : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,511,Christian Science Extended Care : Inpatient (Including Medicare Part A) : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,689,Intermediate Care : Swing Beds : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,83O,Special Facility : Ambulatory Surgery Center : Reserved for National Assignment,,,
HCFA_BILL_TYPE_CD,455,Christian Science Hospital : Intermediate Care - Level I : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,984,Reserved for National Assignment: Swing Beds : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,943,Reserved for National Assignment: Other (for hosp ref diag svcs/home hlth no treatment plan): Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,750,Clinic : Comprehensive Outpatient Rehabilitation Facility : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,678,Intermediate Care : Intermediate Care - Level III : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,645,Intermediate Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,987,Reserved for National Assignment: Swing Beds : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,346,Home Health : Other (for hosp ref diag svcs/home hlth no treatment plan): Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,715,Clinic : Rural Health : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,172,Hospital : Intermediate Care - Level III : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,515,Christian Science Extended Care : Inpatient (Including Medicare Part A) : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,779,Clinic : Reserved for National Assignment : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,290,Skilled Nursing Facility : Reserved for National Assignment : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,824,Special Facility : Hospice (hospital based) : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,769,Clinic : Reserved for National Assignment : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,15I,Hospital : Intermediate Care - Level I : Int. Adjustment Claim (Other than PRO or Provider,,,
HCFA_BILL_TYPE_CD,297,Skilled Nursing Facility : Reserved for National Assignment : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,249,Skilled Nursing Facility : Other (for hosp ref diag svcs/home hlth no treatment plan): Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,751,Clinic : Comprehensive Outpatient Rehabilitation Facility : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,835,Special Facility : Ambulatory Surgery Center : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,173,Hospital : Intermediate Care - Level III : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,11F,Hospital : Inpatient (Including Medicare Part A) : Beneficiary Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,952,Reserved for National Assignment: Intermediate Care - Level I : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,216,Skilled Nursing Facility : Inpatient (Including Medicare Part A) : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,883,Special Facility : Reserved for National Asignment : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,934,Reserved for National Assignment: Outpatient : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,547,Christian Science Extended Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,665,Intermediate Care : Intermediate Care - Level II : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,870,Special Facility : Reserved for National Asignment : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,385,Home Health : Swing Beds : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,572,Christian Science Extended Care : Intermediate Care - Level III : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,493,Christian Science Hospital : Reserved for National Assignment : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,657,Intermediate Care : Intermediate Care - Level I : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,765,Clinic : Reserved for National Assignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,71I,Clinic : Rural Health : Int. Adjustment Claim (Other than PRO or Provider,,,
HCFA_BILL_TYPE_CD,789,Clinic : Reserved for National Assignment : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,638,Intermediate Care : Outpatient : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,295,Skilled Nursing Facility : Reserved for National Assignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,965,Reserved for National Assignment: Intermediate Care - Level II : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,164,Hospital : Intermediate Care - Level II : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,13Q,Hospital : Outpatient : Claim Submitted for Reconsideration/Reopen Outside Timely Limits,,,
HCFA_BILL_TYPE_CD,422,Christian Science Hospital : Inpatient (Medicare Part B only) : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,517,Christian Science Extended Care : Inpatient (Including Medicare Part A) : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,162,Hospital : Intermediate Care - Level II : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,734,Clinic : Free Standing : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,274,Skilled Nursing Facility : Intermediate Care - Level III : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,85J,Special Facility : Rural Primary Care Hospital : Initiated Adjustment Claim - Other,,,
HCFA_BILL_TYPE_CD,463,Christian Science Hospital : Intermediate Care - Level II : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,13D,Hospital : Outpatient : Hospice Election Void/Cancel Other),,,
HCFA_BILL_TYPE_CD,180,Hospital : Swing Beds : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,267,Skilled Nursing Facility : Intermediate Care - Level II : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,738,Clinic : Free Standing : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,845,Special Facility : Free Standing Birthing Center : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,498,Christian Science Hospital : Reserved for National Assignment : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,623,Intermediate Care : Inpatient (Medicare Part B only) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,11G,Hospital : Inpatient (Including Medicare Part A) : CWF Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,74I,Clinic : Outpatient Rehabilitation Facility : Int. Adjustment Claim (Other than PRO or Provider,,,
HCFA_BILL_TYPE_CD,261,Skilled Nursing Facility : Intermediate Care - Level II : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,573,Christian Science Extended Care : Intermediate Care - Level III : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,134,Hospital : Outpatient : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,475,Christian Science Hospital : Intermediate Care - Level III : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,22I,Skilled Nursing Facility : Inpatient (Medicare Part B only) : Int. Adjustment Claim (Other than PRO or Provider,,,
HCFA_BILL_TYPE_CD,579,Christian Science Extended Care : Intermediate Care - Level III : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,868,Special Facility : Reserved for National Asignment : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,277,Skilled Nursing Facility : Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,794,Clinic : Other : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,457,Christian Science Hospital : Intermediate Care - Level I : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,129,Hospital : Inpatient (Medicare Part B only) : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,642,Intermediate Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Interim - First Claim,,,
HCFA_BILL_TYPE_CD,379,Home Health : Intermediate Care - Level III : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,619,Intermediate Care : Inpatient (Including Medicare Part A) : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,970,Reserved for National Assignment: Intermediate Care - Level III : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,21L,Skilled Nursing Facility : Inpatient (Including Medicare Part A) : Reserved for National Assignment,,,
HCFA_BILL_TYPE_CD,133,Hospital : Outpatient : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,733,Clinic : Free Standing : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,925,Reserved for National Assignment: Inpatient (Medicare Part B only) : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,989,Reserved for National Assignment: Swing Beds : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,971,Reserved for National Assignment: Intermediate Care - Level III : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,373,Home Health : Intermediate Care - Level III : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,864,Special Facility : Reserved for National Asignment : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,927,Reserved for National Assignment: Inpatient (Medicare Part B only) : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,127,Hospital : Inpatient (Medicare Part B only) : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,977,Reserved for National Assignment: Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,823,Special Facility : Hospice (hospital based) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,243,Skilled Nursing Facility : Other (for hosp ref diag svcs/home hlth no treatment plan): Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,654,Intermediate Care : Intermediate Care - Level I : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,287,Skilled Nursing Facility : Swing Beds : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,439,Christian Science Hospital : Outpatient : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,866,Special Facility : Reserved for National Asignment : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,23I,Skilled Nursing Facility : Outpatient : Int. Adjustment Claim (Other than PRO or Provider,,,
HCFA_BILL_TYPE_CD,959,Reserved for National Assignment: Intermediate Care - Level I : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,822,Special Facility : Hospice (hospital based) : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,669,Intermediate Care : Intermediate Care - Level II : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,114,Hospital : Inpatient (Including Medicare Part A) : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,553,Christian Science Extended Care : Intermediate Care - Level I : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,418,Christian Science Hospital : Inpatient (Including Medicare Part A) : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,241,Skilled Nursing Facility : Other (for hosp ref diag svcs/home hlth no treatment plan): Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,13I,Hospital : Outpatient : CWF Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,81B,Special Facility : Hospice (non-hospital based) : Hospice Termination - Revocation Notice,,,
HCFA_BILL_TYPE_CD,247,Skilled Nursing Facility : Other (for hosp ref diag svcs/home hlth no treatment plan): Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,620,Intermediate Care : Inpatient (Medicare Part B only) : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,855,Special Facility : Rural Primary Care Hospital : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,539,Christian Science Extended Care : Outpatient : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,81M,Special Facility : Hospice (non-hospital based) : Medicare Secondary Payer Adjustment Claim,,,
HCFA_BILL_TYPE_CD,136,Hospital : Outpatient : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,674,Intermediate Care : Intermediate Care - Level III : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,128,Hospital : Inpatient (Medicare Part B only) : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,673,Intermediate Care : Intermediate Care - Level III : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,158,Hospital : Intermediate Care - Level I : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,899,Special Facility : Other : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,546,Christian Science Extended Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,538,Christian Science Extended Care : Outpatient : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,768,Clinic : Reserved for National Assignment : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,885,Special Facility : Reserved for National Asignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,14I,Hospital: Other (for hosp ref diag svcs/home hlth no treatment plan):Int. Adjustment Claim (Other than PRO or Provider),,,
HCFA_BILL_TYPE_CD,239,Skilled Nursing Facility : Outpatient : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,815,Special Facility : Hospice (non-hospital based) : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,780,Clinic : Reserved for National Assignment : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,891,Special Facility : Other : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,650,Intermediate Care : Intermediate Care - Level I : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,731,Clinic : Free Standing : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,298,Skilled Nursing Facility : Reserved for National Assignment : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,549,Christian Science Extended Care : Other (for hosp ref diag svcs/home hlth no treatment plan): Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,477,Christian Science Hospital : Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,796,Clinic : Other : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,793,Clinic : Other : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,770,Clinic : Reserved for National Assignment : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,286,Skilled Nursing Facility : Swing Beds : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,113,Hospital : Inpatient (Including Medicare Part A) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,671,Intermediate Care : Intermediate Care - Level III : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,238,Skilled Nursing Facility : Outpatient : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,454,Christian Science Hospital : Intermediate Care - Level I : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,661,Intermediate Care : Intermediate Care - Level II : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,944,Reserved for National Assignment: Other (for hosp ref diag svcs/home hlth no treatment plan): Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,683,Intermediate Care : Swing Beds : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,710,Clinic : Rural Health : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,485,Christian Science Hospital : Swing Beds : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,22F,Skilled Nursing Facility : Inpatient (Medicare Part B only) : Beneficiary Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,926,Reserved for National Assignment: Inpatient (Medicare Part B only) : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,336,Home Health : Outpatient : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,534,Christian Science Extended Care : Outpatient : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,174,Hospital : Intermediate Care - Level III : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,975,Reserved for National Assignment: Intermediate Care - Level III : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,332,Home Health : Outpatient : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,41F,Christian Science Hospital : Inpatient (Including Medicare Part A) : Beneficiary Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,478,Christian Science Hospital : Intermediate Care - Level III : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,340,Home Health : Other (for hosp ref diag svcs/home hlth no treatment plan): Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,195,Hospital : Reserved for National Assignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,116,Hospital : Inpatient (Including Medicare Part A) : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,199,Hospital : Reserved for National Assignment : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,577,Christian Science Extended Care : Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,879,Special Facility : Reserved for National Asignment : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,957,Reserved for National Assignment: Intermediate Care - Level I : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,527,Christian Science Extended Care : Inpatient (Medicare Part B only) : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,677,Intermediate Care : Intermediate Care - Level III : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,663,Intermediate Care : Intermediate Care - Level II : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,13C,Hospital : Outpatient : Hospice Change of Provider Notice,,,
HCFA_BILL_TYPE_CD,951,Reserved for National Assignment: Intermediate Care - Level I : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,89B,Special Facility : Other : Hospice Termination - Revocation Notice,,,
HCFA_BILL_TYPE_CD,981,Reserved for National Assignment: Swing Beds : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,839,Special Facility : Ambulatory Surgery Center : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,585,Christian Science Extended Care : Swing Beds : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,775,Clinic : Reserved for National Assignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,566,Christian Science Extended Care : Intermediate Care - Level II : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,421,Christian Science Hospital : Inpatient (Medicare Part B only) : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,432,Christian Science Hospital : Outpatient : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,447,Christian Science Hospital : Other (for hosp ref diag svcs/home hlth no treatment plan): Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,362,Home Health : Intermediate Care - Level II : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,568,Christian Science Extended Care : Intermediate Care - Level II : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,155,Hospital : Intermediate Care - Level I : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,331,Home Health : Outpatient : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,381,Home Health : Swing Beds : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,930,Reserved for National Assignment: Outpatient : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,14M,Hospital : Other (for hosp ref diag svcs/home hlth no treatment plan): Medicare Secondary Payer Adjustment Claim,,,
HCFA_BILL_TYPE_CD,988,Reserved for National Assignment: Swing Beds : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,811,Special Facility : Hospice (non-hospital based) : Admit thru Discharge Claim,,,
HCFA_BILL_TYPE_CD,333,Home Health : Outpatient : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,746,Clinic : Outpatient Rehabilitation Facility : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,83A,Special Facility : Ambulatory Surgery Center : Hospice Admission Notice,,,
HCFA_BILL_TYPE_CD,995,Reserved for National Assignment: Reserved for National Assignment : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,616,Intermediate Care : Inpatient (Including Medicare Part A) : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,,Not Applicable,,,
HCFA_BILL_TYPE_CD,560,Christian Science Extended Care : Intermediate Care - Level II : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,45D,Christian Science Hospital : Intermediate Care - Level I : Hospice Election Void/Cancel Other),,,
HCFA_BILL_TYPE_CD,354,Home Health : Intermediate Care - Level I : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,460,Christian Science Hospital : Intermediate Care - Level II : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,12G,Hospital : Inpatient (Medicare Part B only) : CWF Initiated Adjustment Claim,,,
HCFA_BILL_TYPE_CD,467,Christian Science Hospital : Intermediate Care - Level II : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,983,Reserved for National Assignment: Swing Beds : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,862,Special Facility : Reserved for National Asignment : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,413,Christian Science Hospital : Inpatient (Including Medicare Part A) : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,894,Special Facility : Other : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,275,Skilled Nursing Facility : Intermediate Care - Level III : Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,767,Clinic : Reserved for National Assignment : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,790,Clinic : Other : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,192,Hospital : Reserved for National Assignment : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,233,Skilled Nursing Facility : Outpatient : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,694,Intermediate Care : Reserved for National Assignment : Interim - Last Claim,,,
HCFA_BILL_TYPE_CD,730,Clinic : Free Standing : Non-Payment/Zero Claim,,,
HCFA_BILL_TYPE_CD,567,Christian Science Extended Care : Intermediate Care - Level II : Replacement of Prior Claim,,,
HCFA_BILL_TYPE_CD,146,Hospital : Other (for hosp ref diag svcs/home hlth no treatment plan): Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,145,Hospital : Other (for hosp ref diag svcs/home hlth no treatment plan): Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,459,Christian Science Hospital : Intermediate Care - Level I : Reserved for National Asgn,,,
HCFA_BILL_TYPE_CD,433,Christian Science Hospital : Outpatient : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,972,Reserved for National Assignment: Intermediate Care - Level III : Interim - First Claim,,,
HCFA_BILL_TYPE_CD,828,Special Facility : Hospice (hospital based) : Void/Cancel of Prior Claim,,,
HCFA_BILL_TYPE_CD,445,Christian Science Hospital : Other (for hosp ref diag svcs/home hlth no treatment plan): Late Charge(s) Only Claim,,,
HCFA_BILL_TYPE_CD,863,Special Facility : Reserved for National Asignment : Interim - Continuing Claim,,,
HCFA_BILL_TYPE_CD,176,Hospital : Intermediate Care - Level III : Adjustment of Prior Claim,,,
HCFA_BILL_TYPE_CD,668,Intermediate Care : Intermediate Care - Level II : Void/Cancel of Prior Claim,,,
